wins,loss
119,104
32,29
191,185
165,164
27,35
40,30
106,102
12,19
94,81
27,32
91,87
158,141
42,48
229,212
74,60
64,83
135,111
43,48
29,15
72,69
73,74
133,132
90,82
147,141
101,95
45,55
93,94
90,93
5,7
81,72
117,103
77,75
68,77
132,136
97,88
56,29
118,114
39,36
41,36
46,52
79,66
42,42
87,108
22,17
43,65
134,138
86,88
38,47
88,56
10,9
24,27
67,68
31,39
38,16
63,43
97,99
44,33
59,60
105,66
10,3
56,65
27,18
74,60
115,106
80,91
82,50
12,13
74,68
47,59
116,121
65,54
67,67
56,51
84,71
114,75
58,53
104,63
100,97
47,40
77,60
46,29
23,13
41,26
39,30
87,93
29,26
75,66
22,25
62,54
16,19
46,39
81,66
68,68
80,69
83,86
131,110
43,40
91,63
102,106
97,95
68,69
60,68
53,38
109,91
69,70
82,74
94,79
156,100
105,60
7,4
47,40
63,48
60,65
59,52
51,53
40,31
87,47
40,34
28,26
67,66
60,61
63,50
46,39
44,36
92,69
41,29
76,77
147,122
41,33
100,76
90,52
70,70
89,58
44,28
159,167
72,74
81,70
30,27
171,118
33,37
58,45
77,81
86,47
93,76
168,132
59,45
78,59
17,19
39,38
52,41
42,55
84,69
46,37
148,110
41,41
138,132
100,122
200,199
54,47
106,77
76,66
