district,nonlearner,learner
50.48,0,0.05961451549179038
50.51,0,0.059749280262870276
50.54,0,0.05988286360978949
50.57,0,0.06001525625385291
50.6,0,0.0601464489844791
50.63,0,0.060276432660266145
50.66,0,0.06040519821005122
50.69,0,0.06053273663396383
50.72,0,0.06065903900447239
50.75,0,0.06078409646742406
50.78,0,0.06090790024307765
50.81,0,0.06103044162712943
50.84,0,0.061151711991731666
50.87,0,0.06127170278650372
50.9,0,0.06139040553953554
50.93,0,0.06150781185838344
50.96,0,0.06162391343105785
50.99,0,0.06173870202700309
51.02,0,0.06185216949806879
51.05,0,0.06196430777947302
51.08,0,0.06207510889075667
51.11,0,0.062184564936729254
51.14,0,0.062292668108405835
51.17,0,0.062399410683934745
51.2,0,0.06250478502951627
51.23,0,0.06260878360031191
51.26,0,0.0627113989413442
51.29,0,0.06281262368838678
51.32,0,0.06291245056884474
51.35,0,0.06301087240262504
51.38,0,0.06310788210299675
51.41,0,0.06320347267744113
51.44,0,0.06329763722849126
51.47,0,0.06339036895456127
51.5,0,0.06348166115076477
51.53,0,0.06357150720972257
51.56,0,0.06365990062235942
51.59,0,0.06374683497868973
51.62,0,0.06383230396859202
51.65,0,0.06391630138257215
51.68,0,0.06399882111251493
51.71,0,0.06407985715242429
51.74,0,0.06415940359915165
51.77,0,0.0642374546531125
51.8,0,0.06431400461899095
51.83,0,0.0643890479064323
51.86,0,0.06446257903072332
51.89,0,0.06453459261346028
51.92,0,0.06460508338320456
51.95,0,0.06467404617612559
51.98,0,0.06474147593663133
52.01,0,0.06480736771798593
52.04,0,0.06487171668291439
52.07,0,0.06493451810419448
52.1,0,0.06499576736523544
52.13,0,0.0650554599606435
52.16,0,0.06511359149677431
52.19,0,0.06517015769227179
52.22,0,0.06522515437859368
52.25,0,0.06527857750052349
52.28,0,0.06533042311666883
52.31,0,0.06538068739994607
52.34,0,0.06542936663805111
52.37,0,0.06547645723391635
52.4,0,0.06552195570615364
52.43,0,0.0655658586894833
52.46,0,0.06560816293514889
52.49,0,0.06564886531131789
52.52,0,0.0656879628034682
52.55,0,0.06572545251476007
52.58,0,0.06576133166639399
52.61,0,0.06579559759795384
52.64,0,0.06582824776773574
52.67,0,0.06585927975306226
52.7,0,0.06588869125058196
52.73,0,0.06591648007655442
52.76,0,0.06594264416712041
52.79,0,0.06596718157855738
52.82,0,0.06599009048752011
52.85,0,0.0660113691912665
52.88,0,0.06603101610786861
52.91,0,0.0660490297764085
52.94,0,0.06606540885715943
52.97,0,0.06608015213175182
53.0,0,0.06609325850332437
53.03,0,0.06610472699666001
53.06,0,0.0661145567583069
53.09,0,0.0661227470566842
53.13,0,0.0661292972821729
53.16,0,0.0661342069471914
53.19,0,0.06613747568625597
53.22,0,0.06613910325602618
53.25,0.06613908953533501,0
53.28,0.06613743452520393,0
53.31,0.06613413834884276,0
53.34,0.06612920125163435,0
53.37,0.06612262360110424,0
53.4,0.06611440588687494,0
53.43,0.06610454872060521,0
53.46,0.06609305283591427,0
53.49,0.0660799190882907,0
53.52,0.06606514845498636,0
53.55,0.06604874203489529,0
53.58,0.06603070104841728,0
53.61,0.06601102683730677,0
53.64,0.06598972086450633,0
53.67,0.06596678471396555,0
53.7,0.06594222009044466,0
53.73,0.06591602881930339,0
53.76,0.0658882128462749,0
53.79,0.06585877423722486,0
53.82,0.06582771517789578,0
53.85,0.06579503797363649,0
53.88,0.06576074504911697,0
53.91,0.0657248389480285,0
53.94,0.0656873223327692,0
53.97,0.06564819798411499,0
54.0,0.06560746880087612,0
54.03,0.0655651377995392,0
54.06,0.06552120811389477,0
54.09,0.0654756829946508,0
54.12,0.06542856580903168,0
54.15,0.06537986004036316,0
54.18,0.06532956928764318,0
54.21,0.06527769726509867,0
54.24,0.06522424780172835,0
54.27,0.06516922484083164,0
54.3,0.06511263243952388,0
54.33,0.06505447476823774,0
54.36,0.06499475611021101,0
54.39,0.0649334808609609,0
54.42,0.06487065352774485,0
54.45,0.06480627872900799,0
54.48,0.06474036119381735,0
54.51,0.0646729057612829,0
54.54,0.0646039173799655,0
54.57,0.06453340110727197,0
54.6,0.0644613621088372,0
54.63,0.06438780565789351,0
54.66,0.06431273713462747,0
54.69,0.06423616202552405,0
54.72,0.06415808592269848,0
54.75,0.06407851452321563,0
54.78,0.06399745362839734,0
54.81,0.06391490914311768,0
54.84,0.06383088707508607,0
54.87,0.06374539353411875,0
54.9,0.06365843473139854,0
54.93,0.06357001697872285,0
54.96,0.06348014668774035,0
54.99,0.06338883036917635,0
55.02,0.06329607463204687,0
55.05,0.0632018861828617,0
55.08,0.06310627182481654,0
55.11,0.06300923845697431,0
55.14,0.06291079307343585,0
55.17,0.06281094276250004,0
55.2,0.0627096947058136,0
55.23,0.06260705617751061,0
55.26,0.06250303454334195,0
55.29,0.062397637259794886,0
55.32,0.06229087187320267,0
55.35,0.06218274601884467,0
55.38,0.06207326742003693,0
55.41,0.06196244388721335,0
55.44,0.06185028331699774,0
55.47,0.06173679369126681,0
55.5,0.06162198307620425,0
55.53,0.06150585962134609,0
55.56,0.061388431558617534,0
55.59,0.06126970720136135,0
55.62,0.06114969494335799,0
55.65,0.06102840325783768,0
55.68,0.060905840696484505,0
55.71,0.060782015888432815,0
55.74,0.06065693753925599,0
55.77,0.06053061442994777,0
55.8,0.06040305541589634,0
55.83,0.060274269425851304,0
55.86,0.06014426546088373,0
55.89,0.06001305259333944,0
55.92,0.05988063996578572,0
55.95,0.0597470367899516,0
55.98,0.05961225234566188,0
56.01,0.05947629597976508,0
56.04,0.059339177105055534,0
56.07,0.0592009051991897,0
56.1,0.0590614898035969,0
56.13,0.058920940522384786,0
56.16,0.05877926702123951,0
56.19,0.05863647902632085,0
56.22,0.05849258632315257,0
56.25,0.05834759875550803,0
56.28,0.05820152622429138,0
56.31,0.058054378686414304,0
56.34,0.057906166153668746,0
56.37,0.05775689869159563,0
56.4,0.05760658641834976,0
56.43,0.057455239503561156,0
56.46,0.057302868167192954,0
56.49,0.057149482678395994,0
56.52,0.056995093354360475,0
56.55,0.05683971055916454,0
56.58,0.05668334470262032,0
56.61,0.056526006239117264,0
56.64,0.05636770566646331,0
56.67,0.056208453524723714,0
56.7,0.05604826039505796,0
56.73,0.05588713689855484,0
56.76,0.05572509369506586,0
56.79,0.05556214148203728,0
56.82,0.05539829099334068,0
56.85,0.055233552998102675,0
56.88,0.05506793829953342,0
56.91,0.05490145773375463,0
56.94,0.054734122168626755,0
56.97,0.05456594250257605,0
57.0,0.054396929663421106,0
57.03,0.054227094607199586,0
57.06,0.05405644831699494,0
57.09,0.0538850018017635,0
57.12,0.05371276609516193,0
57.15,0.05353975225437551,0
57.18,0.05336597135894701,0
57.21,0.053191434509606735,0
57.24,0.05301615282710368,0
57.27,0.0528401374510379,0
57.3,0.05266339953869456,0
57.33,0.052485950263879526,0
57.36,0.05230780081575684,0
57.39,0.05212896239768813,0
57.42,0.05194944622607435,0
57.45,0.05176926352919958,0
57.48,0.05158842554607764,0
57.51,0.05140694352530107,0
57.54,0.05122482872389317,0
57.57,0.05104209240616281,0
57.6,0.05085874584256255,0
57.63,0.050674800308549955,0
57.66,0.05049026708345243,0
57.69,0.05030515744933561,0
57.72,0.050119482689875525,0
57.75,0.0499332540892348,0
57.78,0.04974648293094272,0
57.81,0.0495591804967797,0
57.84,0.04937135806566607,0
57.87,0.04918302691255534,0
57.9,0.048994198307332225,0
57.93,0.048804883513715404,0
57.96,0.04861509378816531,0
57.99,0.04842484037879696,0
58.02,0.04823413452429808,0
58.05,0.04804298745285263,0
58.08,0.047851410381069784,0
58.11,0.047659414512918656,0
58.14,0.04746701103866878,0
58.17,0.04727421113383651,0
58.2,0.04708102595813757,0
58.23,0.04688746665444568,0
58.26,0.04669354434775763,0
58.29,0.04649927014416469,0
58.32,0.04630465512983074,0
58.35,0.04610971036997696,0
58.38,0.045914446907873496,0
58.41,0.04571887576383793,0
58.44,0.045523007934240946,0
58.47,0.0453268543905191,0
58.5,0.045130426078194966,0
58.53,0.04493373391590459,0
58.56,0.04473678879443264,0
58.59,0.044539601575754977,0
58.62,0.04434218309208926,0
58.65,0.04414454414495313,0
58.68,0.043946695504230485,0
58.71,0.04374864790724592,0
58.74,0.0435504120578471,0
58.77,0.04335199862549561,0
58.8,0.04315341824436607,0
58.83,0.042954681512453734,0
58.86,0.042755798990690624,0
58.89,0.04255678120207038,0
58.92,0.04235763863078175,0
58.95,0.042158381721350974,0
58.98,0.04195902087779305,0
59.01,0.04175956646277207,0
59.04,0.04156002879677044,0
59.07,0.04136041815726754,0
59.1,0.041160744777927395,0
59.13,0.040961018847795724,0
59.16,0.040761250510506476,0
59.19,0.04056144986349764,0
59.22,0.0403616269572368,0
59.25,0.04016179179445609,0
59.28,0.039961954329397,0
59.31,0.039762124467064716,0
59.34,0.03956231206249246,0
59.38,0.03936252692001558,0
59.41,0.03916277879255548,0
59.44,0.038963077380913674,0
59.47,0.03876343233307577,0
59.5,0.03856385324352558,0
59.53,0.038364349652569255,0
59.56,0.03816493104566975,0
59.59,0.037965606852791406,0
59.62,0.03776638644775483,0
59.65,0.03756727914760203,0
59.68,0.03736829421197203,0
59.71,0.03716944084248674,0
59.74,0.03697072818214732,0
59.77,0.03677216531474098,0
59.8,0.03657376126425828,0
59.83,0.03637552499432095,0
59.86,0.03617746540762028,0
59.89,0.035979591345366005,0
59.92,0.035781911586745915,0
59.95,0.035584434848396025,0
59.98,0.035387169783881345,0
60.01,0.0351901249831874,0
60.04,0.034993308972222366,0
60.07,0.03479673021232994,0
60.1,0.0346003970998129,0
60.13,0.034404317965467335,0
60.16,0.03420850107412776,0
60.19,0.03401295462422272,0
60.22,0.033817686747341376,0
60.25,0.033622705507810643,0
60.28,0.033428018902283266,0
60.31,0.03323363485933638,0
60.34,0.03303956123908109,0
60.37,0.032845805832782564,0
60.4,0.03265237636249102,0
60.43,0.03245928048068332,0
60.46,0.032266525769915316,0
60.49,0.03207411974248494,0
60.52,0.031882069840105914,0
60.55,0.03169038343359219,0
60.58,0.03149906782255298,0
60.61,0.031308130235098534,0
60.64,0.031117577827556385,0
60.67,0.03092741768419833,0
60.7,0.030737656816977887,0
60.73,0.030548302165278384,0
60.76,0.03035936059567148,0
60.79,0.030170838901686196,0
60.82,0.029982743803588497,0
60.85,0.02979508194817118,0
60.88,0.029607859908554208,0
60.91,0.02942108418399543,0
60.94,0.02923476119971157,0
60.97,0.02904889730670959,0
61.0,0.028863498781628145,0
61.03,0.028678571826589404,0
61.06,0.02849412256906096,0
61.09,0.028310157061727806,0
61.12,0.028126681282374492,0
61.15,0.027943701133777196,0
61.18,0.0277612224436059,0
61.21,0.027579250964336298,0
61.24,0.027397792373171786,0
61.27,0.027216852271975112,0
61.3,0.027036436187209918,0
61.33,0.026856549569891863,0
61.36,0.026677197795549515,0
61.39,0.026498386164194743,0
61.42,0.02632011990030278,0
61.45,0.026142404152801547,0
61.48,0.0259652439950706,0
61.51,0.025788644424949346,0
61.54,0.025612610364754488,0
61.57,0.025437146661306774,0
61.6,0.025262258085966858,0
61.63,0.025087949334680285,0
61.66,0.024914225028031426,0
61.69,0.024741089711306403,0
61.72,0.024568547854564898,0
61.75,0.02439660385272077,0
61.78,0.024225262025631324,0
61.81,0.02405452661819536,0
61.84,0.023884401800459684,0
61.87,0.02371489166773426,0
61.9,0.023546000240715594,0
61.93,0.023377731465618678,0
61.96,0.023210089214317078,0
61.99,0.023043077284491238,0
62.02,0.02287669939978491,0
62.05,0.022710959209969607,0
62.08,0.022545860291117003,0
62.11,0.02238140614577921,0
62.14,0.022217600203176785,0
62.17,0.02205444581939451,0
62.2,0.02189194627758475,0
62.23,0.02173010478817828,0
62.26,0.021568924489102647,0
62.29,0.021408408446007825,0
62.32,0.02124855965249916,0
62.35,0.021089381030377437,0
62.38,0.020930875429886125,0
62.41,0.02077304562996552,0
62.44,0.02061589433851389,0
62.47,0.02045942419265534,0
62.5,0.02030363775901447,0
62.53,0.02014853753399766,0
62.56,0.019994125944080867,0
62.59,0.01984040534610386,0
62.62,0.01968737802757089,0
62.65,0.01953504620695754,0
62.68,0.019383412034023745,0
62.71,0.019232477590132968,0
62.74,0.019082244888577255,0
62.77,0.018932715874908267,0
62.8,0.018783892427274,0
62.83,0.018635776356761332,0
62.86,0.01848836940774402,0
62.89,0.01834167325823636,0
62.92,0.018195689520252103,0
62.95,0.018050419740168803,0
62.98,0.017905865399097314,0
63.01,0.017762027913256435,0
63.04,0.017618908634352566,0
63.07,0.017476508849964288,0
63.1,0.01733482978393182,0
63.13,0.01719387259675113,0
63.16,0.01705363838597274,0
63.19,0.016914128186605062,0
63.22,0.016775342971522174,0
63.25,0.016637283651875938,0
63.28,0.016499951077512367,0
63.31,0.016363346037392156,0
63.34,0.01622746926001529,0
63.37,0.016092321413849538,0
63.4,0.01595790310776289,0
63.43,0.01582421489145977,0
63.46,0.01569125725592081,0
63.49,0.01555903063384633,0
63.52,0.01542753540010323,0
63.55,0.015296771872175294,0
63.58,0.015166740310616746,0
63.61,0.01503744091950904,0
63.64,0.014908873846920741,0
63.67,0.014781039185370413,0
63.7,0.014653936972292385,0
63.73,0.014527567190505387,0
63.76,0.014401929768683866,0
63.79,0.014277024581831983,0
63.82,0.01415285145176007,0
63.85,0.014029410147563598,0
63.88,0.013906700386104495,0
63.91,0.013784721832494668,0
63.94,0.013663474100581765,0
63.97,0.013542956753436959,0
64.0,0.013423169303844767,0
64.03,0.013304111214794722,0
64.06,0.013185781899974889,0
64.09,0.013068180724267072,0
64.12,0.012951307004243693,0
64.15,0.012835160008666146,0
64.18,0.012719738958984674,0
64.21,0.012605043029839572,0
64.24,0.012491071349563695,0
64.27,0.012377823000686135,0
64.3,0.012265297020437022,0
64.33,0.012153492401253362,0
64.36,0.012042408091285806,0
64.39,0.011932042994906243,0
64.42,0.011822395973216224,0
64.45,0.011713465844556048,0
64.48,0.011605251385014443,0
64.51,0.011497751328938809,0
64.54,0.011390964369445868,0
64.57,0.01128488915893274,0
64.6,0.011179524309588235,0
64.63,0.011074868393904423,0
64.66,0.010970919945188284,0
64.69,0.010867677458073466,0
64.72,0.010765139389031963,0
64.75,0.01066330415688573,0
64.78,0.010562170143318148,0
64.81,0.0104617356933852,0
64.84,0.01036199911602634,0
64.87,0.01026295868457499,0
64.9,0.01016461263726857,0
64.93,0.010066959177757951,0
64.96,0.009969996475616368,0
64.99,0.009873722666847605,0
65.02,0.009778135854393487,0
65.05,0.009683234108640491,0
65.08,0.009589015467925547,0
65.11,0.009495477939040852,0
65.14,0.009402619497737704,0
65.17,0.00931043808922922,0
65.2,0.009218931628691947,0
65.23,0.009128098001766262,0
65.26,0.009037935065055513,0
65.29,0.008948440646623809,0
65.32,0.00885961254649245,0
65.35,0.008771448537134892,0
65.38,0.008683946363970222,0
65.41,0.008597103745855053,0
65.44,0.008510918375573804,0
65.47,0.00842538792032731,0
65.5,0.008340510022219666,0
65.53,0.008256282298743351,0
65.56,0.008172702343262417,0
65.59,0.008089767725493859,0
65.63,0.008007475991987001,0
65.66,0.007925824666600892,0
65.69,0.00784481125097965,0
65.72,0.007764433225025718,0
65.75,0.0076846880473709495,0
65.78,0.00760557315584554,0
65.81,0.007527085967944643,0
65.84,0.007449223881292791,0
65.87,0.007371984274105905,0
65.9,0.00729536450565097,0
65.93,0.007219361916703272,0
65.96,0.00714397383000116,0
65.99,0.0070691975506983595,0
66.02,0.006995030366813642,0
66.05,0.0069214695496779945,0
66.08,0.006848512354379117,0
66.11,0.006776156020203284,0
66.14,0.006704397771074473,0
66.17,0.006633234815990775,0
66.2,0.006562664349458035,0
66.23,0.006492683551920676,0
66.26,0.006423289590189671,0
66.29,0.006354479617867648,0
66.32,0.006286250775771098,0
66.35,0.0062186001923496305,0
66.38,0.006151524984102249,0
66.41,0.006085022255990647,0
66.44,0.006019089101849484,0
66.47,0.00595372260479355,0
66.5,0.005888919837621908,0
66.53,0.005824677863218898,0
66.56,0.005760993734952001,0
66.59,0.005697864497066557,0
66.62,0.005635287185077277,0
66.65,0.005573258826156568,0
66.68,0.005511776439519627,0
66.71,0.005450837036806253,0
66.74,0.005390437622459427,0
66.77,0.005330575194100564,0
66.8,0.0052712467429014915,0
66.83,0.005212449253953045,0
66.86,0.005154179706630372,0
66.89,0.005096435074954848,0
66.92,0.005039212327952576,0
66.95,0.00498250843000956,0
66.98,0.004926320341223404,0
67.01,0.004870645017751634,0
67.04,0.004815479412156552,0
67.07,0.004760820473746648,0
67.1,0.004706665148914556,0
67.13,0.0046530103814715505,0
67.16,0.004599853112978516,0
67.19,0.0045471902830734766,0
67.22,0.004495018829795594,0
67.25,0.004443335689905674,0
67.28,0.00439213779920314,0
67.31,0.0043414220928395,0
67.34,0.004291185505628286,0
67.37,0.004241424972351442,0
67.4,0.004192137428062192,0
67.43,0.0041433198083843615,0
67.46,0.004094969049808151,0
67.49,0.004047082089982368,0
67.52,0.0039996558680030995,0
67.55,0.00395268732469884,0
67.58,0.0039061734029120867,0
67.61,0.003860111047777332,0
67.64,0.003814497206995562,0
67.67,0.0037693288311051692,0
67.7,0.0037246028737493325,0
67.73,0.0036803162919398533,0
67.76,0.003636466046317424,0
67.79,0.0035930491014084056,0
67.82,0.003550062425878014,0
67.85,0.003507502992780013,0
67.88,0.0034653677798028733,0
67.91,0.003423653769512409,0
67.94,0.0033823579495909015,0
67.97,0.003341477313072716,0
68.0,0.003301008858576418,0
68.03,0.0032609495905334173,0
68.06,0.0032212965194130844,0
68.09,0.0031820466619444437,0
68.12,0.00314319704133437,0
68.15,0.0031047446874823384,0
68.18,0.0030666866371917394,0
68.21,0.003029019934377733,0
68.24,0.0029917416302717294,0
68.27,0.002954848783622394,0
68.3,0.002918338460893307,0
68.33,0.0028822077364572163,0
68.36,0.0028464536927869156,0
68.39,0.0028110734206427666,0
68.42,0.002776064019256876,0
68.45,0.002741422596513934,0
68.48,0.0027071462691287567,0
68.51,0.002673232162820492,0
68.54,0.002639677412483571,0
68.57,0.0026064791623553758,0
68.6,0.0025736345661806453,0
68.63,0.002541140787372661,0
68.66,0.002508994999171193,0
68.69,0.002477194384797262,0
68.72,0.0024457361376046946,0
68.75,0.002414617461228517,0
68.78,0.0023838355697302135,0
68.81,0.0023533876877398297,0
68.84,0.0023232710505949766,0
68.87,0.0022934829044767425,0
68.9,0.0022640205065425204,0
68.93,0.0022348811250557936,0
68.96,0.0022060620395128712,0
68.99,0.002177560540766621,0
69.02,0.002149373931147209,0
69.05,0.0021214995245798563,0
69.08,0.002093934646699652,0
69.11,0.0020666766349634277,0
69.14,0.002039722838758738,0
69.17,0.0020130706195099304,0
69.2,0.001986717350781362,0
69.23,0.001960660418377781,0
69.26,0.0019348972204418662,0
69.29,0.001909425167548983,0
69.32,0.0018842416827991597,0
69.35,0.0018593442019063041,0
69.38,0.0018347301732847046,0
69.41,0.0018103970581327988,0
69.44,0.001786342330514287,0
69.47,0.0017625634774365655,0
69.5,0.0017390579989265292,0
69.53,0.001715823408103768,0
69.56,0.0016928572312511609,0
69.59,0.001670157007882917,0
69.62,0.0016477202908100747,0
69.65,0.0016255446462034755,0
69.68,0.0016036276536542547,0
69.71,0.0015819669062318634,0
69.74,0.001560560010539647,0
69.77,0.0015394045867680054,0
69.8,0.0015184982687451575,0
69.83,0.0014978387039855494,0
69.86,0.001477423553735898,0
69.89,0.0014572504930189364,0
69.92,0.0014373172106748565,0
69.95,0.0014176214094004838,0
69.98,0.0013981608057862136,0
70.01,0.0013789331303507239,0
70.04,0.001359936127573498,0
70.07,0.0013411675559251873,0
70.1,0.0013226251878958163,0
70.13,0.0013043068100208844,0
70.16,0.0012862102229053735,0
70.19,0.0012683332412456877,0
70.22,0.0012506736938495524,0
70.25,0.001233229423653901,0
70.28,0.0012159982877407735,0
70.31,0.0011989781573512408,0
70.34,0.0011821669178973995,0
70.37,0.0011655624689724563,0
70.4,0.0011491627243589095,0
70.43,0.0011329656120348797,0
70.46,0.001116969074178603,0
70.49,0.0011011710671710976,0
70.52,0.0010855695615970648,0
70.55,0.0010701625422440064,0
70.58,0.0010549480080996158,0
70.61,0.0010399239723474574,0
70.64,0.0010250884623609522,0
70.67,0.0010104395196957093,0
70.7,0.0009959752000802077,0
70.73,0.0009816935734048824,0
70.76,0.0009675927237096005,0
70.79,0.0009536707491695939,0
70.82,0.0009399257620798398,0
70.85,0.0009263558888379317,0
70.88,0.0009129592699254581,0
70.91,0.0008997340598879166,0
70.94,0.0008866784273131814,0
70.97,0.000873790554808564,0
71.0,0.0008610686389764614,0
71.03,0.0008485108903886525,0
71.06,0.0008361155335592344,0
71.09,0.0008238808069162457,0
71.12,0.0008118049627719822,0
71.15,0.0007998862672920402,0
71.18,0.0007881230004631113,0
71.21,0.000776513456059535,0
71.24,0.0007650559416086573,0
71.27,0.0007537487783549986,0
71.3,0.0007425903012232638,0
71.33,0.0007315788587802113,0
71.36,0.0007207128131954045,0
71.39,0.0007099905402008746,0
71.42,0.0006994104290497105,0
71.45,0.0006889708824735926,0
71.48,0.0006786703166393066,0
71.51,0.0006685071611042492,0
71.54,0.0006584798587709475,0
71.57,0.0006485868658406183,0
71.6,0.0006388266517657834,0
71.63,0.0006291976992019661,0
71.66,0.0006196985039584862,0
71.69,0.0006103275749483778,0
71.72,0.0006010834341374493,0
71.75,0.0005919646164925049,0
71.78,0.0005829696699287491,0
71.81,0.0005740971552563929,0
71.84,0.0005653456461264861,0
71.88,0.0005567137289759894,0
71.91,0.000548200002972109,0
71.94,0.0005398030799559116,0
71.97,0.000531521584385247,0
72.0,0.0005233541532769822,0
72.03,0.0005152994361485803,0
72.06,0.0005073560949590359,0
72.09,0.0004995228040491878,0
72.12,0.0004917982500814212,0
72.15,0.00048418113197879305,0
72.18,0.00047667016086357864,0
72.21,0.00046926405999527464,0
72.24,0.00046196156470806437,0
72.27,0.000454761422347769,0
72.3,0.0004476623922082997,0
72.33,0.00044066324546763216,0
72.36,0.0004337627651233091,0
72.39,0.0004269597459275024,0
72.42,0.00042025299432164236,0
72.45,0.0004136413283706311,0
72.48,0.0004071235776966573,0
72.51,0.0004006985834126313,0
72.54,0.00039436519805525366,0
72.57,0.00038812228551772786,0
72.6,0.0003819687209821438,0
72.63,0.0003759033908515385,0
72.66,0.00036992519268165346,0
72.69,0.0003640330351123982,0
72.72,0.0003582258377990444,0
72.75,0.0003525025313431536,0
72.78,0.0003468620572232636,0
72.81,0.0003413033677253376,0
72.84,0.00033582542587299945,0
72.87,0.0003304272053575624,0
72.9,0.0003251076904678666,0
72.93,0.000319865876019942,0
72.96,0.0003147007672865023,0
72.99,0.00030961137992629366,0
73.02,0.00030459673991330003,0
73.05,0.00029965588346582574,0
73.08,0.0002947878569754646,0
73.11,0.0002899917169359682,0
73.14,0.0002852665298720252,0
73.17,0.00028061137226796445,0
73.2,0.0002760253304963936,0
73.23,0.0002715075007467848,0
73.26,0.0002670569889540151,0
73.29,0.0002626729107268821,0
73.32,0.00025835439127659546,0
73.35,0.00025410056534526154,0
73.38,0.0002499105771343701,0
73.41,0.00024578358023329296,0
73.44,0.00024171873754780569,0
73.47,0.00023771522122864453,0
73.5,0.00023377221260010162,0
73.53,0.00022988890208867847,0
73.56,0.00022606448915179887,0
73.59,0.00022229818220659406,0
73.62,0.000218589198558771,0
73.65,0.00021493676433156924,0
73.68,0.00021134011439481956,0
73.71,0.00020779849229410753,0
73.74,0.00020431115018005748,0
73.77,0.00020087734873774072,0
73.8,0.00019749635711621642,0
73.83,0.00019416745285821645,0
73.86,0.00019088992182997875,0
73.89,0.00018766305815123857,0
73.92,0.00018448616412538644,0
73.95,0.00018135855016979702,0
73.98,0.00017827953474634,0
74.01,0.00017524844429207847,0
74.04,0.00017226461315016035,0
74.07,0.00016932738350091344,0
74.1,0.0001664361052931463,0
74.13,0.00016359013617566764,0
74.16,0.00016078884142902168,0
74.19,0.00015803159389745624,0
74.22,0.00015531777392112158,0
74.25,0.00015264676926851018,0
74.28,0.00015001797506914114,0
74.31,0.00014743079374649685,0
74.34,0.00014488463495121627,0
74.37,0.0001423789154945507,0
74.4,0.00013991305928208632,0
74.43,0.00013748649724774028,0
74.46,0.00013509866728803502,0
74.49,0.00013274901419665423,0
74.52,0.0001304369895992872,0
74.55,0.00012816205188876425,0
74.58,0.0001259236661604904,0
74.61,0.0001237213041481776,0
74.64,0.00012155444415988449,0
74.67,0.00011942257101436419,0
74.7,0.00011732517597772517,0
74.73,0.00011526175670041037,0
74.76,0.0001132318171544961,0
74.79,0.00011123486757131577,0
74.82,0.0001092704243794124,0
74.85,0.000107338010142821,0
74.88,0.00010543715349968647,0
74.91,0.00010356738910121986,0
74.94,0.00010172825755099396,0
74.97,9.991930534458419e-05,0
75.0,9.814008480955468e-05,0
75.03,9.639015404579517e-05,0
75.06,9.46690768662077e-05,0
75.09,9.29764227377495e-05,0
75.12,9.131176672283173e-05,0
75.15,8.967468942107726e-05,0
75.18,8.806477691143994e-05,0
75.21,8.648162069468681e-05,0
75.24,8.492481763624518e-05,0
75.27,8.339396990941836e-05,0
75.3,8.18886849389679e-05,0
75.33,8.040857534506839e-05,0
75.36,7.895325888763347e-05,0
75.39,7.752235841101562e-05,0
75.42,7.61155017890814e-05,0
75.45,7.473232187066202e-05,0
75.48,7.337245642538341e-05,0
75.51,7.203554808987238e-05,0
75.54,7.072124431434508e-05,0
75.57,6.94291973095748e-05,0
75.6,6.81590639942417e-05,0
75.63,6.691050594266516e-05,0
75.66,6.568318933291935e-05,0
75.69,6.447678489533209e-05,0
75.72,6.329096786136897e-05,0
75.75,6.21254179129015e-05,0
75.78,6.097981913186087e-05,0
75.81,5.985385995027768e-05,0
75.84,5.874723310070705e-05,0
75.87,5.7659635567040096e-05,0
75.9,5.659076853570146e-05,0
75.93,5.554033734723361e-05,0
75.96,5.450805144826664e-05,0
75.99,5.34936243438747e-05,0
76.02,5.249677355031877e-05,0
76.05,5.1517220548174546e-05,0
76.08,5.0554690735846705e-05,0
76.11,4.960891338346783e-05,0
76.14,4.8679621587182394e-05,0
76.17,4.776655222381554e-05,0
76.2,4.686944590592492e-05,0
76.23,4.5988046937236664e-05,0
76.26,4.5122103268463936e-05,0
76.29,4.427136645350711e-05,0
76.32,4.34355916060359e-05,0
76.35,4.261453735645159e-05,0
76.38,4.180796580922928e-05,0
76.41,4.10156425006387e-05,0
76.44,4.023733635684323e-05,0
76.47,3.947281965237588e-05,0
76.5,3.8721867968990874e-05,0
76.53,3.798426015489042e-05,0
76.56,3.7259778284325316e-05,0
76.59,3.654820761756761e-05,0
76.62,3.584933656125562e-05,0
76.65,3.516295662910805e-05,0
76.68,3.448886240300778e-05,0
76.71,3.382685149445298e-05,0
76.74,3.3176724506374466e-05,0
76.77,3.2538284995317845e-05,0
76.8,3.191133943398924e-05,0
76.83,3.1295697174162847e-05,0
76.86,3.0691170409948896e-05,0
76.89,3.00975741414206e-05,0
76.92,2.9514726138598637e-05,0
76.95,2.894244690579114e-05,0
76.98,2.8380559646287997e-05,0
77.01,2.7828890227407607e-05,0
77.04,2.7287267145894414e-05,0
77.07,2.6755521493665858e-05,0
77.1,2.6233486923906016e-05,0
77.13,2.5720999617505654e-05,0
77.16,2.5217898249845503e-05,0
77.19,2.4724023957921953e-05,0
77.22,2.423922030781266e-05,0
77.25,2.3763333262480555e-05,0
77.28,2.32962111499145e-05,0
77.31,2.2837704631604003e-05,0
77.34,2.2387666671347153e-05,0
77.37,2.1945952504388674e-05,0
77.4,2.1512419606887353e-05,0
77.43,2.1086927665709353e-05,0
77.46,2.0669338548547193e-05,0
77.49,2.0259516274360712e-05,0
77.52,1.9857326984139502e-05,0
77.55,1.9462638911983013e-05,0
77.58,1.9075322356498607e-05,0
77.61,1.8695249652512645e-05,0
